client_id;n_vehicles;gender;age_type_code;kladr_code;region_name;auto_mark;auto_year;vehicle_age_2026;price;engine_litres;engine_hp;color;subscription_dt;cohort;fines_2025_apr_aug;apr_2025;may_2025;jun_2025;jul_2025;aug_2025
002dc4455bcd9e2c288ec51e2ee1c10f;1;M;A40;50;Московская область;LADA (ВАЗ);2019;7;1008750.0;1.6;87.0;СЕРЕБРИСТО-ТЕМНО-СЕРЫЙ;2023-11-01;A_pre_2025_04;2;0;0;0;0;2
00374ae9493885c5b9f553620946849f;3;M;A20;77;Москва;SUBARU;2018;8;2718667.0;2.0;150.0;СЕРЕБРИСТЫЙ;2026-03-06;B_2025_to_2026_03;0;0;0;0;0;0
00393890ba60ba496e34d573ca10d464;1;F;A40;50;Московская область;OPEL;2012;14;1515321.0;1.8;140.0;СЕРЕБРИСТЫЙ;2024-07-14;A_pre_2025_04;4;1;1;0;1;1
003963b051acbe3a022d96bf86fc48f4;1;M;A20;24;Красноярский край;TOYOTA;2004;22;950625.0;2.0;147.0;КОРИЧНЕВЫЙ;2021-08-23;A_pre_2025_04;8;0;1;1;3;3
003d4b2acdb3fb20900a5e7aac409e31;1;M;A20;66;Свердловская область;NISSAN;2012;14;1764813.0;2.0;141.0;ЧЕРНЫЙ;2025-04-18;B_2025_to_2026_03;1;0;0;0;1;0
003dd20e0f1d373b4b1509005e11be0a;1;M;A40;50;Московская область;JAGUAR;2007;19;955000.0;2.1;156.0;ТЕМНО СИНИЙ;2023-01-11;A_pre_2025_04;15;3;3;3;4;2
003e48c8e72415541950dfcb173e49fc;1;M;A40;23;Краснодарский край;HYUNDAI;2009;17;945000.0;1.6;122.0;СЕРЕБРИСТЫЙ;2026-06-15;C_after_2026_04;0;0;0;0;0;0
00469abd7e545537d8dc98385a5c4626;1;M;A40;78;Санкт-Петербург;RENAULT;2019;7;1284649.0;1.6;102.0;ЧЕРНЫЙ;2025-06-08;B_2025_to_2026_03;1;0;0;0;1;0
0046d4544114f44dfc97a404dc23d7f9;1;M;A20;55;Омская область;NISSAN;2010;16;1495000.0;2.0;141.0;ЧЕРНЫЙ;2021-08-28;A_pre_2025_04;3;0;1;1;1;0
00479fb3afdd783a0dbddcffe5062ece;1;M;A20;74;Челябинская область;VOLKSWAGEN;2020;6;1876047.0;1.6;110.0;БЕЛЫЙ;2023-10-12;A_pre_2025_04;2;1;0;0;1;0
004a7791475c79c433ea8cac910c0dac;1;F;A40;24;Красноярский край;OMODA;2023;3;1705000.0;1.5;113.0;СЕРЫЙ;2026-07-14;C_after_2026_04;4;0;2;2;0;0
004d02d91d0f4bdce4eed7411e951ded;1;M;A20;77;Москва;LADA (ВАЗ);2014;12;955000.0;1.6;84.0;КРАСНЫЙ;2025-06-13;B_2025_to_2026_03;1;0;0;0;1;0
004dc2525ae3c058b6233f5e5bae3cca;1;F;A40;16;Республика Татарстан;MAZDA;2016;10;2481280.0;2.0;150.0;СЕРЫЙ;2025-10-05;B_2025_to_2026_03;0;0;0;0;0;0
004ff7391e0a9ebae5119a1571607a69;1;M;A40;50;Московская область;CHEVROLET;2013;13;1558954.0;1.8;141.0;;2024-01-24;A_pre_2025_04;1;1;0;0;0;0
005209bb6af0748611703274e0e8a991;1;M;A20;78;Санкт-Петербург;VOLVO;2019;7;3502000.0;2.0;190.0;ЧЕРНЫЙ;2020-08-18;A_pre_2025_04;8;3;2;2;0;1
00537d74d342bbbd836dc32974f75eb9;1;M;A20;16;Республика Татарстан;SKODA;2018;8;1728000.0;1.6;110.0;БЕЛЫЙ;2023-11-15;A_pre_2025_04;7;1;1;1;1;3
005a8681bc643b3a50fe016b2e9cfd12;1;M;A20;54;Новосибирская область;VOLKSWAGEN;2006;20;847353.0;2.0;140.0;ТЕМНО СИНИЙ;2024-05-05;A_pre_2025_04;2;0;0;0;2;0
005ae704f2625b03e461351f0813930f;2;M;A20;66;Свердловская область;AUDI;2014;12;2509608.0;2.0;224.0;БЕЛЫЙ;2025-07-08;B_2025_to_2026_03;1;0;0;0;0;1
0063a78624407f2404e4f07bfa5fa46b;2;M;A40;78;Санкт-Петербург;GEELY;2023;3;3758000.0;2.0;238.0;ИЗУМРУДНЫЙ;2024-04-21;A_pre_2025_04;1;0;1;0;0;0
0067d11cf545eb2b31362410010825a8;1;M;A20;66;Свердловская область;KIA;2013;13;1446652.0;1.6;129.0;СВЕТЛО-СЕРЫЙ;2025-08-24;B_2025_to_2026_03;0;0;0;0;0;0
00696d9f0703d1eb31437fd15007ed95;1;M;A20;78;Санкт-Петербург;TOYOTA;2008;18;1055909.0;1.6;124.0;ЧЕРНЫЙ;2025-06-13;B_2025_to_2026_03;2;0;0;0;1;1
006b70d24c304a585fdbbff009d72417;1;M;A20;23;Краснодарский край;OMODA;2023;3;2175000.0;1.5;147.0;СЕРЫЙ;2025-06-08;B_2025_to_2026_03;2;0;0;1;1;0
00722a40b0dede3f72aaf0733cd97142;2;M;A40;23;Краснодарский край;AUDI;2012;14;1329437.0;1.4;125.0;БЕЛЫЙ;2023-05-27;A_pre_2025_04;3;2;0;0;1;0
0073e4beaab4eb59f770f9a02dc85f35;1;F;A40;63;Самарская область;MAZDA;2016;10;2481280.0;2.0;150.0;СЕРЫЙ;2025-06-19;B_2025_to_2026_03;1;0;0;0;0;1
007517082f5ff10c2811c28499199e7f;1;M;A40;23;Краснодарский край;KAIYI;2023;3;1675000.0;1.5;147.0;БЕЛЫЙ;2023-09-01;A_pre_2025_04;2;0;0;0;0;2
00764683ab9857bc90f2a890ca1e5ee4;2;M;A40;16;Республика Татарстан;HYUNDAI;2015;11;1338577.0;1.4;107.0;БЕЛЫЙ;2023-07-12;A_pre_2025_04;3;0;0;0;0;3
0076ee49dbcd33dc8a14cec9d2fdcdcd;1;M;A20;24;Красноярский край;MAZDA;2025;1;3733750.0;2.0;155.0;СЕРЫЙ;2026-04-29;C_after_2026_04;0;0;0;0;0;0
00772917226608d1e1afaf833b7324ee;1;M;A20;77;Москва;AUDI;2017;9;3737156.0;2.0;249.0;ЧЕРНЫЙ;2023-06-09;A_pre_2025_04;5;0;0;0;2;3
007ab19887153d30e434746e1ee343c4;1;M;A60;77;Москва;KIA;2007;19;1077500.0;3.3;247.0;СЕРЕБРИСТЫЙ;2018-05-15;A_pre_2025_04;1;0;0;0;0;1
00802ccf739cd1eba6aad4828a741518;1;M;A20;47;Ленинградская область;DAEWOO;2012;14;533715.0;1.5;80.0;ЯРКО-КРАСНЫЙ;2025-04-18;B_2025_to_2026_03;2;0;0;1;0;1
0083b9172cd5ac05e11cfb0d35e857ab;1;F;A20;63;Самарская область;SKODA;2021;5;3811910.0;2.0;179.0;СЕРЫЙ;2023-09-16;A_pre_2025_04;1;0;0;0;0;1
0085ca4c9fa4b7e53a3c9a20b945e097;1;M;A40;16;Республика Татарстан;CHEVROLET;2011;15;857333.0;1.7;80.0;ЗЕЛЕНО-КОРИЧНЕВЫЙ МЕТАЛЛИК;2025-07-14;B_2025_to_2026_03;0;0;0;0;0;0
0090a3cc0e55f6dccdc423a6f15905af;2;M;A40;66;Свердловская область;HYUNDAI;2013;13;1165370.0;1.4;107.0;СВЕТЛО-СЕРЫЙ;2024-11-11;B_2025_to_2026_03;1;0;0;0;1;0
0094a8918fed3cdce6f7d064ab40355e;1;M;A40;55;Омская область;TOYOTA;2017;9;2950886.0;2.5;180.0;БЕЛЫЙ ПЕРЛАМУТР;2025-03-29;A_pre_2025_04;0;0;0;0;0;0
00971a88c9d5e8bbecaa0e6b052f9e01;1;M;A20;77;Москва;RENAULT;2020;6;2086250.0;1.3;150.0;БЕЛЫЙ;2023-04-17;A_pre_2025_04;0;0;0;0;0;0
00992762df39c1fd24f7a10bfa44e4c5;1;M;A40;16;Республика Татарстан;MITSUBISHI;2011;15;1670000.0;2.5;136.0;СЕРЫЙ;2023-02-08;A_pre_2025_04;10;1;5;0;3;1
009f68ec4d8107c2f0ad7f42914e485d;1;M;A20;47;Ленинградская область;CHANGAN;2024;2;2993831.0;1.4;149.6;КРАСНЫЙ;2026-09-01;C_after_2026_04;4;0;0;3;0;1
00a1a70917628c1300a56ee4bd8a2e91;2;M;A20;54;Новосибирская область;VOLKSWAGEN;2025;1;3640000.0;2.0;220.0;БЕЛЫЙ;2026-03-10;B_2025_to_2026_03;4;0;0;0;4;0
00a4f16d088756ded1b1a92d8b4dbefe;1;M;A40;50;Московская область;MAZDA;2008;18;1043333.0;2.3;238.0;СЕРЫЙ;2022-07-21;A_pre_2025_04;1;0;1;0;0;0
00aab4d860fae1943151654cc8349c59;1;F;A20;23;Краснодарский край;BMW;2014;12;2771111.0;2.0;184.0;БЕЛЫЙ;2025-06-07;B_2025_to_2026_03;7;0;0;5;2;0
00ab11b71387558d338dd190274f0e07;1;M;A20;66;Свердловская область;BMW;2017;9;2199954.0;1.5;116.0;ЧЕРНЫЙ;2025-01-17;A_pre_2025_04;1;0;0;1;0;0
00ac51ecb385c1394339c798e1b88dec;1;M;A20;78;Санкт-Петербург;PORSCHE;2021;5;11383333.0;4.0;480.0;КРАСНЫЙ;2024-05-13;A_pre_2025_04;14;1;2;1;6;4
00b04b35e5373bc89cacf6c5ce14bd9a;1;M;A40;77;Москва;PEUGEOT;2019;7;2060000.0;1.6;150.0;СЕРЫЙ;2024-10-17;A_pre_2025_04;1;0;0;0;1;0
00b0915d211984ce60478b7cd180a0db;1;M;A20;77;Москва;GEELY;2025;1;4218333.0;1.5;150.0;;2026-01-14;B_2025_to_2026_03;0;0;0;0;0;0
00b12d60f20c4d2acf852c31caa5bf3b;1;M;A40;78;Санкт-Петербург;LADA (ВАЗ);2024;2;1472000.0;1.6;106.0;БЕЛЫЙ;2024-11-14;A_pre_2025_04;0;0;0;0;0;0
00b1e8a4b6b358202e0b952dc407c337;1;F;A40;78;Санкт-Петербург;KIA;2020;6;2589311.0;2.0;149.0;КРАСНЫЙ;2025-11-08;B_2025_to_2026_03;0;0;0;0;0;0
00b9cf7ddccc76fa5223f245ee7a0a1a;1;M;A20;77;Москва;УАЗ;2014;12;1065216.0;2.7;128.0;АВАНТЮРИН МЕТАЛЛИК;2025-09-02;B_2025_to_2026_03;0;0;0;0;0;0
00bd2fb3c751939b7a9dfbec13c37906;1;F;A20;77;Москва;KIA;2008;18;788333.0;2.0;143.0;СЕРЫЙ;2025-09-04;B_2025_to_2026_03;0;0;0;0;0;0
00c27b9cd01f65188dbe18fd2dd1e8b6;1;F;A20;52;Нижегородская область;FORD;2008;18;786053.0;1.6;101.0;ЧЕРНЫЙ;2024-03-11;A_pre_2025_04;1;0;0;0;0;1
00c2d81ea3cc27df70c6fa86cfd0442d;1;M;A20;78;Санкт-Петербург;VOLKSWAGEN;2020;6;2332119.0;1.4;150.0;ЧЕРНЫЙ;2026-01-06;B_2025_to_2026_03;0;0;0;0;0;0
00c4c81ae8d446d9b949b50190eafb4c;1;M;A20;72;Тюменская область;AUDI;2007;19;1209545.0;3.1;256.0;ЧЕРНЫЙ;2025-04-17;B_2025_to_2026_03;3;0;1;1;0;1
00c52e3ee1c640cbcd75923eaf704909;1;M;A40;16;Республика Татарстан;KIA;2018;8;1975898.0;2.0;150.0;БЕЛЫЙ;2023-03-19;A_pre_2025_04;2;0;0;1;0;1
00cc6ff98fcee4c8355e4aa17d157cd2;1;M;A40;52;Нижегородская область;VOLKSWAGEN;2018;8;5231363.0;3.0;249.0;КОРИЧНЕВЫЙ;2024-01-21;A_pre_2025_04;3;1;0;0;1;1
00cedaf3f49dcd0906f1774e74847f77;1;M;A40;16;Республика Татарстан;KIA;2012;14;1143298.0;1.4;107.0;БЕЖЕВЫЙ;2023-08-24;A_pre_2025_04;3;2;0;0;1;0
00d25acdddd8dea24f705b7b12219d70;1;F;A40;42;Кемеровская область;LADA (ВАЗ);2013;13;673000.0;1.6;98.0;СИНЕ-ЗЕЛЕНЫЙ;2024-01-31;A_pre_2025_04;0;0;0;0;0;0
00d3b51ab560d3dd792364b2ce95b33c;3;F;A20;77;Москва;BMW;2020;6;3660614.0;1.5;150.0;СИНИЙ;2024-07-14;A_pre_2025_04;64;6;3;4;18;33
00d74384d25407348490c31fcba9c253;1;M;A20;02;Республика Башкортостан;AUDI;2018;8;3670576.0;2.0;252.0;СЕРЫЙ;2022-09-01;A_pre_2025_04;20;5;4;5;4;2
00d7c04635ad3e3f78cf9746eb3314ec;1;M;A20;78;Санкт-Петербург;AUDI;2012;14;2008352.0;2.0;211.0;БЕЛЫЙ;2024-08-02;A_pre_2025_04;18;2;4;3;3;6
00d89400a4fbdcdc187b06cec32c2621;2;M;A20;63;Самарская область;LADA (ВАЗ);2024;2;1466000.0;1.8;122.0;БЕЛЫЙ;2024-12-19;A_pre_2025_04;1;1;0;0;0;0
00d95af18a1ccd1a600046811ecd39fb;1;M;A40;47;Ленинградская область;HAVAL;2026;0;2542500.0;1.5;143.0;;2026-08-10;C_after_2026_04;0;0;0;0;0;0
00dcab7d80365088ec64102d43df89ba;1;M;A40;66;Свердловская область;FORD;2007;19;720000.0;1.8;125.0;СИНИЙ;2015-03-31;A_pre_2025_04;5;1;1;2;1;0
00dfb99913caff862de02f2a3bc3193b;1;M;A20;77;Москва;GEELY;2024;2;4044286.0;2.0;238.0;ЧЕРНЫЙ;2024-12-16;A_pre_2025_04;27;6;10;4;3;4
00e0213174cc2cea322a640fd3b5625d;1;F;A20;66;Свердловская область;TOYOTA;2012;14;1479311.0;1.6;124.0;ЧЕРНЫЙ;2024-03-29;A_pre_2025_04;2;0;0;0;1;1
00e075f4358b9a7be17e3fc445d6e67d;1;M;A40;47;Ленинградская область;SKODA;2012;14;1260374.0;1.6;103.0;БЕЛЫЙ;2026-03-12;B_2025_to_2026_03;0;0;0;0;0;0
00e5f85f7b4a270dc1f6ce053a27bcaa;1;M;A20;55;Омская область;CITROEN;2011;15;1250000.0;2.4;170.0;БЕЛЫЙ;2024-11-17;A_pre_2025_04;6;0;1;1;4;0
00e61dc4ad67b4f2bbfe0540b2206964;1;F;A40;42;Кемеровская область;SUZUKI;2011;15;1383750.0;2.0;140.0;КРАСНЫЙ;2026-01-05;B_2025_to_2026_03;0;0;0;0;0;0
00e8f6d0ffcc335f993724facefe66ce;2;M;A20;77;Москва;TENET;2025;1;3880000.0;2.0;197.0;ЗЕЛЕНЫЙ;2019-12-18;B_2025_to_2026_03;6;0;2;1;3;0
00edeb53f47767eebf6b884ce2ac0378;1;M;A40;74;Челябинская область;SKODA;2021;5;2982545.0;1.4;150.0;КОРИЧНЕВЫЙ;2022-07-05;A_pre_2025_04;3;0;1;0;0;2
00eef53ca03765aaf9a98208e9f424e5;1;F;A40;74;Челябинская область;CHEVROLET;2012;14;890623.0;1.7;80.0;ТЕМНО-СЕРЫЙ МЕТАЛЛИК;2025-06-08;B_2025_to_2026_03;4;0;0;3;1;0
00f1ef26458a9dc41cb5e0b55770b00d;1;M;A20;42;Кемеровская область;MITSUBISHI;2014;12;;2.5;136.0;БЕЛЫЙ;2021-10-17;A_pre_2025_04;14;1;2;5;4;2
00f46b28aec782e4a73def2e0c7c7cd5;1;M;A20;54;Новосибирская область;LEXUS;2013;13;2924350.0;3.5;249.0;БЕЛЫЙ;2026-04-17;C_after_2026_04;0;0;0;0;0;0
00f4d67e8b0cb2d34fca3f5caa9b36cf;2;M;A40;52;Нижегородская область;BMW;2019;7;4626251.0;2.0;190.0;ЧЕРНЫЙ;2022-02-28;B_2025_to_2026_03;1;0;0;1;0;0
00f6a8628a7f963ad01f6dc8aefc47bb;2;M;A40;50;Московская область;FORD;2008;18;803043.0;1.8;125.0;БЕЖЕВЫЙ;2023-02-21;A_pre_2025_04;0;0;0;0;0;0
00f721a4dfbe2253abfcb819d2292602;1;M;A40;77;Москва;NISSAN;2011;15;1043631.0;1.6;110.0;;2020-09-15;A_pre_2025_04;4;0;2;0;2;0
00f8d5cff7dcd5815ba1d68f6867ab87;1;F;A20;63;Самарская область;LADA (ВАЗ);2021;5;1420000.0;1.6;106.0;БЕЛЫЙ;2025-12-19;B_2025_to_2026_03;0;0;0;0;0;0
00fa475f0454960576d343cf72a3e507;2;M;A20;50;Московская область;JAECOO;2024;2;3260000.0;1.6;186.0;БЕЛЫЙ;2025-06-18;B_2025_to_2026_03;1;0;0;1;0;0
00ff8a5a417519fff644e5fcae782a9e;1;M;A20;55;Омская область;HYUNDAI;2018;8;2618428.0;2.0;150.0;БЕЛЫЙ;2023-11-06;A_pre_2025_04;6;2;1;3;0;0
01019ba965f6f483098babb14117accf;1;M;A20;47;Ленинградская область;CHANGAN;2024;2;2380000.0;1.5;181.0;;2026-02-01;B_2025_to_2026_03;0;0;0;0;0;0
0103643751ae2c2e4095edfb88ce622a;1;M;A40;78;Санкт-Петербург;CHERY;2022;4;2250000.0;1.5;147.0;СЕРЫЙ;2023-07-21;A_pre_2025_04;3;0;0;1;1;1
0107f96f3cfb09594c24f0b2c81f012b;1;F;A40;16;Республика Татарстан;KIA;2015;11;1734074.0;1.6;124.0;СИНИЙ;2025-11-06;B_2025_to_2026_03;2;0;0;2;0;0
010cd63c46501b0c0bcba7e51aff0364;1;F;A60;74;Челябинская область;PEUGEOT;2008;18;521000.0;1.4;75.0;;2026-06-13;C_after_2026_04;0;0;0;0;0;0
01112eb20e90ea7c49716b41068aed27;1;M;A40;77;Москва;KIA;2013;13;1789640.0;2.0;136.0;;2025-10-07;B_2025_to_2026_03;0;0;0;0;0;0
0112b90af48aea2f7d4d393284080da2;1;M;A20;77;Москва;AUDI;2022;4;2975714.0;1.4;149.0;;2026-03-06;B_2025_to_2026_03;0;0;0;0;0;0
0113d2acd8a1c3e34a4f678a172b96be;1;M;A40;50;Московская область;HYUNDAI;2023;3;4038571.0;2.0;150.0;БЕЛЫЙ;2025-01-13;A_pre_2025_04;1;0;0;0;1;0
0114c1df8eaba663ad06a1034b8b3c97;1;M;A40;54;Новосибирская область;TOYOTA;2011;15;1877053.0;2.0;158.0;КРАСНЫЙ;2024-11-13;A_pre_2025_04;4;0;0;1;3;0
0117159792f38151a1c6fcd2cb62916d;1;M;A40;50;Московская область;EXEED;2023;3;2774000.0;1.6;186.0;СЕРЫЙ;2025-11-12;B_2025_to_2026_03;12;0;0;8;0;4
011a4ff08e56563bb2518959342644da;1;M;A20;77;Москва;MAZDA;2011;15;1419784.0;2.0;147.0;ЧЕРНЫЙ;2025-09-24;B_2025_to_2026_03;0;0;0;0;0;0
011d71e25339be04376cee78b8be5740;1;F;A40;54;Новосибирская область;SUZUKI;2021;5;2512500.0;1.5;102.0;ЖЕЛТЫЙ;2025-06-08;B_2025_to_2026_03;1;0;0;0;0;1
011fd7349e3b1aac8dbbeca25a6586ac;2;M;A40;24;Красноярский край;GAC;2024;2;4500000.0;2.0;231.0;ЧЕРНЫЙ;2023-08-23;A_pre_2025_04;18;0;2;8;7;1
01208988c3d13e2189666b974db125f6;1;F;A40;52;Нижегородская область;LADA (ВАЗ);2021;5;1416667.0;1.6;113.0;КРАСНЫЙ;2022-02-17;A_pre_2025_04;0;0;0;0;0;0
0121775d43cafdeb05ea65d26034986e;1;M;A20;77;Москва;FORD;2010;16;845000.0;2.0;145.0;СЕРО-ГОЛУБОЙ;2025-06-20;B_2025_to_2026_03;3;0;0;1;1;1
012244c2e1645a9d25f1b339689fc935;1;M;A20;50;Московская область;JAECOO;2024;2;3820000.0;2.0;249.0;СЕРЫЙ;2024-10-02;A_pre_2025_04;9;1;3;2;2;1
0124bdd95e6975a29fe8d95c2621d671;1;M;A20;78;Санкт-Петербург;LADA (ВАЗ);2017;9;887500.0;1.6;106.0;СЕРЫЙ;2021-08-24;A_pre_2025_04;0;0;0;0;0;0
012dd219477638e6edd2d1f255b436b6;1;F;A20;50;Московская область;HAVAL;2023;3;2888000.0;2.0;190.0;ЧЕРНЫЙ;2025-09-24;B_2025_to_2026_03;0;0;0;0;0;0
012f6a68de423d89195a0fd1ec72c7c5;1;M;A40;77;Москва;HYUNDAI;2020;6;2355157.0;1.6;123.0;ЧЕРНЫЙ;2025-11-07;B_2025_to_2026_03;0;0;0;0;0;0
0131d35cb90e2e6af9938031c79d1c67;1;M;A20;47;Ленинградская область;HAVAL;2024;2;2366667.0;1.5;150.0;КРАСНЫЙ;2026-05-21;C_after_2026_04;3;1;0;1;0;1
0137dc6f4d7ccac5fd0445cb74c3a9ca;1;M;A20;77;Москва;LAND ROVER;2012;14;3048000.0;5.0;510.0;КОРИЧНЕВЫЙ;2023-02-08;A_pre_2025_04;8;2;2;0;1;3
01383237df596073c57ffb01d46b75ba;2;M;A20;16;Республика Татарстан;OPEL;2012;14;1515321.0;1.8;140.0;БЕЛЫЙ;2022-07-08;A_pre_2025_04;6;1;1;2;1;1
0138b45c7620297be72b51d8ac0d93b9;2;M;A20;16;Республика Татарстан;МОСКВИЧ;2023;3;1780000.0;1.5;136.0;ЧЕРНЫЙ;2025-03-24;A_pre_2025_04;2;1;1;0;0;0
013cc48bfe0091170b148de81a987918;1;M;A20;66;Свердловская область;HONDA;2007;19;1401667.0;2.0;150.0;КОРИЧНЕВЫЙ;2025-05-31;B_2025_to_2026_03;5;0;0;1;3;1
01463b479e89886c748a92ee441f7e29;1;F;A20;66;Свердловская область;HYUNDAI;2010;16;836000.0;1.6;122.0;ТЕМНО-СИНИЙ;2023-09-20;A_pre_2025_04;2;1;1;0;0;0
014674f9a5bd96d1d08d931a5068e1de;1;M;A40;78;Санкт-Петербург;RENAULT;2020;6;2086250.0;1.6;114.0;КРАСНЫЙ;2025-08-13;B_2025_to_2026_03;1;0;0;0;0;1
0149512e7bde247c9285c1dc00fec46f;1;M;A40;50;Московская область;RENAULT;2012;14;752741.0;1.6;84.0;БЕЛЫЙ;2022-10-21;A_pre_2025_04;1;0;0;0;0;1
014c1a90f6713adffa1cf35c535b6739;1;M;A40;63;Самарская область;VOLKSWAGEN;2020;6;6386410.0;3.0;249.0;БЕЛЫЙ;2022-02-26;A_pre_2025_04;6;0;0;1;1;4
014cf680aa9939ffc43fd76ebd68d479;1;M;A20;50;Московская область;VOYAH;2025;1;4755000.0;1.5;204.0;БЕЛЫЙ;2026-03-05;B_2025_to_2026_03;0;0;0;0;0;0
014d6ac50b5cf54a63f3e0b79eddd3d7;1;M;A20;77;Москва;NISSAN;2004;22;643000.0;1.8;116.0;СЕРЕБРИСТЫЙ;2025-11-07;B_2025_to_2026_03;0;0;0;0;0;0
015699b05fd028ff668f108dcfade395;1;M;A20;77;Москва;BMW;2018;8;2966972.0;2.0;249.0;СИНИЙ;2025-06-01;B_2025_to_2026_03;6;0;0;0;1;5
015d511a12176f5988b608da0a299a6a;1;M;A40;74;Челябинская область;KIA;2019;7;1853541.0;1.6;123.0;СВЕТЛО-КОРИЧНЕВЫЙ;2026-02-02;B_2025_to_2026_03;0;0;0;0;0;0
015d62306a8e5b8bf3d1d5a57cc549ff;1;M;A40;66;Свердловская область;MITSUBISHI;2022;4;3370757.0;2.0;145.0;БЕЛЫЙ;2022-02-11;A_pre_2025_04;3;0;1;2;0;0
